path,set,subclass,projection,study_uid,primary_label,admitted,admission_reason_code,modality_score
ml\outputs\calibration\sets\damaged\3789_IM-1902-1001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\3592_IM-1771-2001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\1725_IM-0478-2001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\911_IM-2417-1002.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\425_IM-2068-1001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\3746_IM-1872-1001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\1463_IM-0300-1001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\1327_IM-0211-1001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\3370_IM-1622-2001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\2863_IM-1271-2001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\2565_IM-1068-1002.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\1314_IM-0204-1001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\2632_IM-1119-1001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\48_IM-2103-2001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\1345_IM-0223-2001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\3656_IM-1817-1001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\3837_IM-1939-2001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\2586_IM-1083-1001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\3521_IM-1719-1001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
ml\outputs\calibration\sets\damaged\2916_IM-1318-1001.dcm.png,negative,damaged_image,,,,False,IMAGE_VERIFY_FAILED,
